Nightmare Egg Shell,72977,76409,80234,80993,85860,89058,95081,97996,100619,105923,111585,116193,121022,127105,131723,137953,0,0,0
Tempered Egg of Serpentrix,67742,71032,76953,79112,82537,85614,89733,93225,97407,102479,106769,112780,120622,123844,132164,136530,0,0,0
Windscar Whetstone,37920,38135,41936,39850,42919,44283,43995,45287,46908,49016,48286,50224,52599,53644,54149,58074,0,0,0
Infernal Cinders (3 Users),75054,75459,80327,82955,86264,88312,92817,96886,101868,104861,109138,113360,116913,123290,124735,133471,0,0,0
Tirathon's Betrayal,67841,72191,77803,81368,84535,90382,92644,96627,101874,105816,111408,117262,122144,128187,133774,139787,0,0,0
Stat Versatility,87786,89936,94734,96757,99570,107248,109948,114576,120833,124613,130218,135467,140608,145057,152760,156769,0,0,0
Vial of Ceaseless Toxins,87059,91852,96118,100157,103479,108981,115069,121430,125633,132635,140222,143849,150534,160697,165939,174100,0,0,0
Toe Knee's Promise,34302,35274,35848,37580,37259,38491,41235,41090,41782,43973,45374,46811,45113,50266,49871,52918,0,0,0
Nature's Call,48269,48643,49827,49823,52194,51724,54994,56572,58094,56634,61810,62611,60693,63221,66337,67430,0,0,0
Infernal Cinders,69218,72539,75352,75679,78414,81442,87273,89863,91393,96867,97846,103522,107611,112177,117414,119398,0,0,0
Stat Mastery,87885,90535,94610,96652,103089,105568,110433,114320,120315,122730,128140,135704,140037,145478,152395,156889,0,0,0
Tiny Oozeling in a Jar,42682,42358,43060,44829,47747,47156,49570,49230,51842,52679,53560,56976,58891,61957,61622,63928,0,0,0
Chrono Shard,73019,75956,80388,81487,86632,89082,94078,96078,103088,105463,112911,114447,122415,126829,133421,138309,0,0,0
Eye of Command,98520,103350,107591,113103,116588,118551,126961,129065,135312,139047,145982,151520,155091,162389,170210,174643,0,0,0
Shadow-singed Fang,74097,76213,80953,81819,86520,89698,93636,96088,101626,103942,108113,112824,117654,123533,126584,134562,0,0,0
Umbral Moonglaives,76874,79275,82367,87394,88388,91383,95946,98070,101776,107841,110253,115753,120411,122761,129258,133856,0,0,0
Chaos Talisman,89802,92889,95648,99211,102176,107042,111325,117765,119741,124765,129237,137572,142188,150278,155495,161786,0,0,0
Specter of Betrayal,110852,116880,124583,131154,137246,143414,150951,153123,160728,172441,179414,189410,197031,207763,218662,226572,0,0,0
Terminus Signaling Beacon,34669,35974,33594,39071,36047,38902,37549,39401,41884,43487,43513,47304,46378,47071,48210,52193,0,0,0
Faulty Countermeasure,46585,49942,49669,51621,51733,55466,58122,59857,59129,63350,65837,67618,70600,71681,74463,78570,0,0,0
Engine of Eradication (No Orbs),60901,62840,63100,68642,70567,73270,73554,75844,82143,81754,86486,89600,91150,96559,101868,105263,0,0,0
Specter of Betrayal (No Overlap),89229,91900,99164,102602,108603,111659,116289,124288,129448,134578,144129,147615,155651,164508,171314,181199,0,0,0
Horn of Valor,70048,72694,76915,80119,81795,84027,87470,91452,95344,99329,103098,108212,109524,113891,118437,123925,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146291
Terrorbound Nexus,48508,46909,46376,49137,53043,53602,56740,57393,59633,62188,61544,63944,68021,68347,71734,72935,0,0,0
Unstable Arcanocrystal,94081,94823,95174,98683,98920,99817,101315,105101,106501,106509,111185,112473,114952,116718,120175,120159,0,0,0
Golganneth's Vitality 5-Pantheon,0,0,0,0,0,0,124037,134227,137976,147108,154314,163483,168295,175973,184719,192986,202679,213775,224817
Kiljaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185563
Thrice Accursed Compass,83926,86707,90444,96879,96350,100776,105989,111171,113403,119203,123601,127492,133381,141544,145580,152891,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129025
Mark of Dargrul,40520,40932,43146,44316,45499,48466,46512,48959,50800,52653,51638,55139,58408,60351,61199,62469,0,0,0
Forgefiend's Fabricator,61543,64013,64071,68264,70146,72185,75144,78128,80760,85266,88838,88423,93397,97120,98941,104500,0,0,0
Engine of Eradication,88890,92745,97441,98146,102447,109470,110604,118297,123476,128282,133984,136825,142724,149571,153593,162339,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,98578,0,0,0,0,0,0,0,0,0,0,0,0,0
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183271
Golganneth's Vitality,0,0,0,0,0,0,117621,122452,128014,134911,140290,148270,156336,163791,172784,176974,187282,197424,207432
