ArcanogolemDigit,66246.0,69122.0,74225.30000000005,77256.30000000005,83018.19999999995,87304.30000000005,92397.30000000005,93953.8999999999,99783.0,105279.09999999986,108758.30000000005
BloodstainedHandkerchief,61123.09999999986,66666.3999999999,68845.30000000005,71085.30000000005,78171.09999999986,80595.5,84148.0,89375.19999999995,91020.59999999986,95748.59999999986,103574.09999999986,106400.69999999995
BloodthirstyInstict,70932.80000000005,72530.5,76796.0,78942.30000000005,81724.5,84201.69999999995,88181.5,92331.3999999999,96663.59999999986,101331.19999999995,103375.19999999995,109018.5
ChaosTalisman,71084.3999999999,72885.0,75527.5,81248.59999999986,83675.8999999999,87983.30000000005,92389.69999999995,96726.09999999986,101174.30000000005,107039.3999999999,109697.09999999986,115099.5
ChronoShard,62374.5,64139.30000000005,67828.30000000005,70652.30000000005,73786.5,78176.3999999999,79758.69999999995,83076.3999999999,86519.0,91700.19999999995,95772.69999999995,100489.30000000005
ConvergenceOfFates,53580.69999999995,55697.0,57965.89999999991,61950.09999999986,64121.30000000005,69107.30000000005,71293.8999999999,74797.09999999986,76665.59999999986,80349.5,84547.19999999995,89874.5
CradleOfAnguish,70826.69999999995,74308.59999999986,77504.19999999995,80054.69999999995,82921.8999999999,87668.09999999986,91319.69999999995,96062.80000000005,100995.80000000005,103353.5,109696.0,113355.0
DevilsaursBite,45481.59999999986,49791.0,50499.09999999986,52416.30000000005,56717.59999999986,55573.0,57615.89999999991,61140.80000000005,61879.19999999995,63148.0,67895.19999999995,69963.30000000005
DraughtOfSouls,40709.30000000005,40818.69999999995,47144.5,47365.39999999991,52347.09999999986,57461.69999999995,60723.39999999991,62835.30000000005,67940.19999999995,74094.30000000005,74434.3999999999,78075.19999999995
EngineOfEradication,76393.19999999995,79364.30000000005,81522.80000000005,85288.80000000005,92326.8999999999,92798.80000000005,97665.30000000005,102994.5,105924.59999999986,108281.80000000005,115525.0,120038.09999999986
EntwinedElementalFoci,73259.8999999999,73379.09999999986,78480.69999999995,79802.0,84889.30000000005,88538.0,90154.30000000005,94760.69999999995,100784.0,104446.8999999999,108848.59999999986,113158.19999999995
EtherealUrn,74949.0,75664.59999999986,80595.59999999986,80955.8999999999,87287.30000000005,89395.5,92211.69999999995,97220.0,101548.8999999999,105280.80000000005,107836.19999999995,114798.0
EyeOfCommand,89571.0,93070.3999999999,96252.09999999986,99800.5,101324.80000000005,108784.30000000005,110811.69999999995,114508.19999999995,121119.3999999999,122882.69999999995,127372.8999999999,134522.5
EyeOfGuarm_Crit,76866.09999999986,80180.5,81870.3999999999,86455.09999999986,86986.69999999995,91765.30000000005,97561.5,100951.69999999995,103784.8999999999,111018.19999999995,114086.5,119482.8999999999
EyeOfGuarm_Haste,65617.30000000005,67650.69999999995,67872.69999999995,71971.3999999999,77408.5,78985.5,81634.30000000005,87210.80000000005,93501.59999999986,94426.30000000005,99093.0,103564.69999999995
EyeOfGuarm_Mastery,74265.0,76683.30000000005,80235.59999999986,84317.19999999995,87630.30000000005,89436.8999999999,93060.19999999995,97038.69999999995,102513.69999999995,104641.69999999995,110083.80000000005,114059.5
EyeOfGuarm_Versatility,74311.8999999999,78872.3999999999,81635.5,85621.19999999995,86809.8999999999,94903.8999999999,96991.09999999986,98683.59999999986,104623.3999999999,107562.30000000005,111965.80000000005,117949.59999999986
FaultyCountermeasure,47125.80000000005,48201.5,51521.09999999986,54361.0,53029.30000000005,53997.89999999991,57585.09999999986,62608.69999999995,60431.69999999995,61553.5,66570.30000000005,67609.0
HornOfValor,64478.30000000005,66880.30000000005,68279.69999999995,72122.80000000005,75251.09999999986,75517.80000000005,79966.09999999986,81940.3999999999,86322.69999999995,90016.30000000005,93048.69999999995,96859.69999999995
HungerOfThePack,77385.30000000005,77924.5,82293.09999999986,85799.09999999986,91516.59999999986,94420.59999999986,96207.30000000005,100865.80000000005,105763.5,110638.80000000005,115654.8999999999,117969.09999999986
InfernalCinders,65606.5,64826.19999999995,69084.19999999995,71355.59999999986,73996.8999999999,78164.59999999986,80336.5,84127.8999999999,90231.8999999999,91411.59999999986,94557.59999999986,96910.19999999995
MarkOfDargrul,35520.59999999986,37998.39999999991,36562.80000000005,39057.39999999991,40606.19999999995,43065.30000000005,43063.69999999995,44145.30000000005,45549.19999999995,47112.59999999986,46742.39999999991,49903.5
MementoOfAngerboda,71387.30000000005,72710.69999999995,75605.3999999999,81282.3999999999,83191.3999999999,87046.80000000005,93096.30000000005,94178.0,99252.30000000005,103598.5,107945.80000000005,110694.59999999986
NaturesCall,39130.09999999986,38934.89999999991,40475.19999999995,39861.09999999986,40837.19999999995,45457.69999999995,42750.39999999991,46842.30000000005,46707.0,47795.59999999986,50684.5,49137.0
NightbloomingFrond,83621.09999999986,86113.09999999986,91164.19999999995,93310.69999999995,100985.69999999995,103549.30000000005,111463.19999999995,113797.30000000005,121550.3999999999,127682.80000000005,130414.59999999986,138780.0
NightmareEggShell,60761.59999999986,64308.69999999995,69574.80000000005,71300.3999999999,71617.3999999999,76220.3999999999,80313.30000000005,84038.09999999986,87758.30000000005,91268.5,95892.30000000005,98947.8999999999
RavagedSeedPod,24003.09999999986,24680.09999999986,25668.699999999953,25102.899999999907,27644.300000000047,28382.5,28734.300000000047,29401.09999999986,30983.5,31636.5,32832.5,35947.69999999995
SixFeatherFan,72649.0,75723.69999999995,79701.19999999995,84797.8999999999,89187.5,92605.59999999986,97531.59999999986,98440.0,107098.59999999986,110389.69999999995,116173.5,118901.59999999986
SpecterOfBetrayal,89295.80000000005,96102.8999999999,101090.5,105514.19999999995,108415.0,114685.19999999995,120184.5,126991.69999999995,131974.0,138783.5,146306.0,152700.09999999986
SpikedCounterweight,27126.800000000047,29333.5,29713.699999999953,32519.5,33522.69999999995,34005.09999999986,36911.59999999986,37652.80000000005,39381.80000000005,39875.09999999986,41635.0,41505.30000000005
SpontaneousAppendages,39858.89999999991,43178.39999999991,43409.19999999995,45289.59999999986,46601.89999999991,48516.19999999995,49455.09999999986,52087.39999999991,54910.59999999986,56043.09999999986,60195.69999999995,58856.80000000005
TemperedEggOfSerpentrix,60040.89999999991,63138.59999999986,65471.0,67411.59999999986,73158.30000000005,73568.69999999995,78469.80000000005,83124.30000000005,87232.09999999986,91871.69999999995,96934.0,102753.3999999999
TerrorboundNexus,38933.80000000005,37793.69999999995,40714.39999999991,40511.19999999995,44248.39999999991,45907.0,46518.5,47504.80000000005,51544.69999999995,51490.89999999991,51873.0,54359.09999999986
ThriceAccursedCompass,71049.30000000005,72399.30000000005,77067.80000000005,80830.3999999999,83357.09999999986,86292.80000000005,90667.59999999986,95323.19999999995,98401.09999999986,103622.69999999995,106628.69999999995,110313.30000000005
TinyOozelingInAJar,31563.5,34074.19999999995,33298.89999999991,34066.30000000005,36431.39999999991,36014.09999999986,38652.09999999986,39592.30000000005,39276.19999999995,43011.89999999991,42171.89999999991,42141.09999999986
TirathonsBetrayal,68162.0,69771.09999999986,73374.5,76841.5,79512.09999999986,83997.8999999999,90761.8999999999,93359.0,99073.30000000005,101453.19999999995,107333.59999999986,114694.30000000005
ToeKneesPromise,27693.5,27944.800000000047,29863.59999999986,31458.699999999953,34273.39999999991,34830.89999999991,37528.30000000005,36977.39999999991,37404.80000000005,39633.19999999995,44205.09999999986,44057.30000000005
TomeOfUnravelingSanity,70354.19999999995,72866.59999999986,77411.8999999999,82709.8999999999,83822.09999999986,89159.69999999995,90528.0,94664.8999999999,97818.8999999999,105808.8999999999,110651.69999999995,114591.8999999999
UmbralMoonglaives,62924.69999999995,63811.80000000005,69462.09999999986,71381.30000000005,76570.19999999995,76806.30000000005,79786.30000000005,81668.80000000005,86738.19999999995,89589.19999999995,93446.0,96663.80000000005
UnstableArcanocrystal,70260.8999999999,70656.5,75160.80000000005,75971.8999999999,77579.59999999986,77784.3999999999,80456.69999999995,82751.3999999999,83128.69999999995,83692.5,86150.5,88644.8999999999
VialOfCeaselessToxins,80265.09999999986,80003.69999999995,85112.3999999999,90023.5,89815.59999999986,97730.09999999986,101296.8999999999,108910.09999999986,111913.19999999995,116704.5,124052.0,129720.19999999995
WindscarWhetstone,29936.899999999907,29537.5,33392.80000000005,31285.0,35235.0,35920.30000000005,34593.5,36662.59999999986,39604.69999999995,39379.30000000005,40300.19999999995,41620.89999999991
