Trinket,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
FaultyCountermeasure,69925,75902,77577,79465,86536,86195,89119,89150,93662,95529,97453,102183,0,0,0
DraughtOfSouls,68297,73595,78311,80374,88703,89268,94939,100562,105515,112627,116698,119618,0,0,0
ChronoShard,107266,109781,117711,122423,123335,130914,134483,141159,147353,158906,162431,165482,0,0,0
HornOfValor,106555,107783,115528,120602,128043,129999,136593,142607,142906,151959,155905,164595,0,0,0
Stat_Mastery,130121,135406,140827,147739,151035,156119,163404,173035,174664,184846,193808,197209,0,0,0
BloodstainedHandkerchief,94478,95594,104017,110694,114566,120130,123339,133132,140443,143841,149480,158026,0,0,0
RavagedSeedPod,41554,42273,41782,44832,44378,45479,45875,49686,49550,52735,54687,55903,0,0,0
ConvergenceOfFates,138878,144791,148707,154841,161740,163399,169790,176060,181242,189343,193628,201125,0,0,0
UmbralMoonglaives,93770,93134,99717,101798,103979,109441,111290,117853,122915,125959,130731,139274,0,0,0
NightbloomingFrond,116469,121282,125095,132409,136328,146542,154702,158347,166996,177755,185994,191213,0,0,0
Stat_Crit,127833,135862,138506,144431,152698,158690,161966,171296,177434,181958,187710,195622,0,0,0
MementoOfAngerboda,126742,130570,136608,140912,145692,150614,157238,163755,168696,178202,184299,190840,0,0,0
ArcanogolemDigit,96568,100392,108300,111863,115219,120963,126975,130487,140874,147402,154297,162372,0,0,0
MarkOfDargrul,59807,61639,64841,65973,68634,66585,70297,73256,74306,76167,76180,79313,0,0,0
ChaosTalisman,115186,122241,126519,130028,135588,144014,148529,153144,163148,169973,173118,183481,0,0,0
Stat_Haste,107432,110872,115841,117243,123881,129410,135441,140452,150492,155006,159093,167829,0,0,0
EyeOfCommand,153146,156121,160558,169426,174705,182180,187905,195651,201505,208693,218167,225183,0,0,0
TemperedEggOfSerpentrix,93066,94303,101325,102879,111081,115792,118348,128541,131568,142025,146750,154664,0,0,0
InfernalCinders,93569,96588,99521,107885,109221,111229,113291,118485,123098,131298,132739,135356,0,0,0
UnstableArcanocrystal,139687,143193,144357,149074,148857,150816,155144,162617,162199,165499,168975,173794,0,0,0
TirathonsBetrayal,97906,102845,106245,115461,121450,125878,132820,135368,142012,145964,158484,165190,0,0,0
EntwinedElementalFoci,125493,130832,136328,139902,147147,151898,157969,161705,170184,177551,183769,192748,0,0,0
BloodthirstyInstict,120206,124160,128995,135269,139467,146096,149121,156494,161950,167842,174610,184205,0,0,0
HungerOfThePack,128435,133946,138564,147075,146502,155474,162911,167581,175588,180971,188729,194205,0,0,0
NightmareEggShell,105412,107730,117915,120142,123355,129871,134657,136533,145874,154632,160652,166441,0,0,0
EngineOfEradication_NoOrbs,92472,100116,98433,108770,107516,109300,115757,117659,124707,128250,133911,136549,0,0,0
SixFeatherFan,104987,112194,117335,116260,125669,132033,140235,142292,153266,158896,167858,176974,0,0,0
CradleOfAnguish,118338,122293,128146,129495,138015,143841,152069,160057,166246,172030,176380,180894,0,0,0
TinyOozelingInAJar,61137,62871,63508,66280,64866,70245,70448,71996,77079,76577,78102,81528,0,0,0
SpikedCounterweight,50425,46161,50075,50812,53973,54513,58710,61215,61346,63056,64790,66970,0,0,0
SeepingScourgewing,105586,111007,115368,120591,123654,129239,132802,140605,145344,147694,156750,163401,0,0,0
GolgannethsVitality,0,0,127544,133257,139596,143994,153127,160528,165096,175604,186125,190461,202626,213792,221347
NaturesCall,78949,81483,83340,83244,87731,86366,88497,91590,96271,92209,96376,100516,0,0,0
SpontaneousAppendages,74740,76900,73468,78093,79650,84113,86261,86985,89471,93482,97246,100070,0,0,0
ThriceAccursedCompass,120804,127460,131207,137562,141784,147862,152600,161722,167929,175586,181383,190522,0,0,0
TerrorboundNexus,68421,68285,72394,73937,77141,79583,80877,83869,87676,86674,90881,91893,0,0,0
VoidStalkersContract,97401,101674,108245,114727,116972,124167,130136,136172,143349,150870,154461,163689,0,0,0
SpecterOfBetrayal,130752,138554,146128,149085,157878,169599,176918,183759,190451,200947,212222,220202,0,0,0
Stat_Versatility,122782,125104,132183,136428,145132,148820,152101,157415,167300,173699,178977,186126,0,0,0
TomeOfUnravelingSanity,112602,115838,121147,130706,133314,139698,145866,148746,156706,164520,171159,178758,0,0,0
InfernalAlchemistStone,0,122441,0,0,0,0,0,0,0,0,0,0,0,0,0
KiljaedensBurningWish,0,0,147007,0,0,0,0,0,182358,0,0,0,0,0,235925
VialOfCeaselessToxins,111569,116988,124489,130268,136010,141973,147655,157253,166002,170369,178608,188218,0,0,0
SpecterOfBetrayal_NoOverlap,108776,115583,120407,125266,131983,137800,143892,149266,159499,165401,172529,181392,0,0,0
ShadowsingedFang,110866,114770,120536,126545,131694,134328,140379,147290,152195,153777,164704,172942,0,0,0
WindscarWhetstone,59162,61607,64167,65924,67455,70548,67453,71308,73591,74975,76551,79396,0,0,0
ToeKneesPromise,43663,47396,47430,49586,49918,49094,53654,55918,54794,57347,61239,61117,0,0,0
AmanThulsVision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182840
EngineOfEradication,134819,138453,146639,150352,155391,161593,168529,177346,185257,193158,198967,205200,0,0,0
GorshalachsLegacy,97246,100886,104309,111733,114558,122720,127137,129639,133118,142571,149017,155015,0,0,0
TerminusSignalingBeacon,60657,63248,63139,66106,67762,66285,72489,70002,73824,76640,76107,76292,0,0,0
InfernalCinders_3Users,101228,102988,108274,111480,117150,119537,121785,126990,132230,132048,141976,145787,0,0,0
