DraughtOfSouls,34943.76435434469,36988.66616910044,42039.49154036795,44040.99286935013,47438.97217943496,52726.45999508537,58213.12976410845,62642.169337672414,67050.1097904644,71530.19618958817,74980.62966521946,79963.87573813112
ToeKneesPromise,45803.38253479963,46408.29462489043,47403.670457937755,49068.29558116966,50347.59795491188,53097.55682472093,59061.43717326783,60052.82262181258,61375.00646049669,64530.02447269019,65791.3607196291,69028.18777700281
ConvergenceOfFates,134375.52506892732,138739.78236448113,140949.50631505367,142507.3350788271,145491.63022759394,148339.51911216252,152350.57184792962,157511.23395728855,160738.97884046123,163773.48479482927,168859.97916223784,171783.78680313006
RavagedSeedPod,36486.21579986415,36583.596457305364,39052.97598177148,40675.35734352097,42188.84768867795,42778.18505259976,51822.821658547735,50941.666802032385,51015.44113550149,51457.14006675454,55217.010442222236,56532.84118251293
DevilsaursBite,48625.828723754035,47147.51323271892,52467.2478356387,53238.53454581043,57274.666262486484,58029.39576254715,61980.15109963156,61066.31114040874,65171.80624050205,66103.12363951979,69702.32816462824,75151.77486520587
EntwinedElementalFoci,74169.80563606205,75337.3007206514,81228.86908736476,85335.2419537548,86018.79735260108,90232.32719721948,94192.3814325959,95718.62359657418,101821.4473772468,104813.76843985473,108923.25226273458,113142.47335610003
InfernalCinders,66521.54657855327,69670.97997470596,69815.53621622734,74886.59459882835,79131.53260415955,80098.06124756369,85298.24413907202,87476.32790950104,89489.51186701283,93205.15994817344,97933.96454196214,101628.77088839188
NightbloomingFrond,88518.71943914308,92805.34252990107,96827.4390132213,97977.3363771271,104514.99588001729,112222.80480932607,114642.86499803979,123364.22257196275,125026.83504938055,133519.5686201332,135851.38874125737,144758.4870323441
UnstableArcanocrystal,75360.76273462805,78221.89012447884,79968.81775839208,78022.41431028047,80623.43847649335,85708.76716294792,87209.12902860437,89327.09296761407,87450.43240870233,88869.22807524656,90743.36339923553,93770.3221030354
TirathonsBetrayal,68312.74467788544,71877.55465538055,75545.88279626262,77427.3350679595,81721.98885663715,85615.8487269103,89195.94252089318,96650.2325295601,97533.27066949359,105687.26937157498,109154.73900786205,112656.30792957917
SixFeatherFan,76791.91091057891,79772.94497645437,82621.06245525507,85674.51266794885,90263.99430603627,96446.70423607482,98789.83957414073,103473.02624670765,108407.44938442134,114085.57804405154,118319.74091579695,125976.52622610051
MarkOfDargrul,34457.00412500766,35714.12540855468,37733.140612186864,36467.62240885454,36809.9299204736,41812.35369842569,41694.69427629397,42260.239869239274,44121.404717411846,44418.38124829251,48432.65922873188,46184.078593007056
ArcanogolemDigit,67870.37127442309,70778.31312666042,73998.50925763836,78115.98924547108,80657.56611663848,83682.58210973046,89570.56733242655,93607.58721182449,97320.24239651673,100215.66866079438,105938.7630641011,112297.04368481878
EyeOfCommand,81956.11921465187,82690.97417173069,86719.57019509678,91123.44452593056,92186.16521710437,94933.80301808915,99508.91225418774,105334.0485825648,108180.98798622913,111783.81253543077,117874.17628052062,123427.64485354186
MementoOfAngerboda,73381.02920008847,77929.45980249462,80096.89487246913,81678.39147540205,85929.57368387398,89025.34895543288,91766.44711517636,97116.82134559005,102196.43213694706,104819.82337688515,107644.41371125006,110624.8592723778
Stat_Crit,70032.8223632779,73238.5609548511,76647.63596347626,81268.21871882211,83692.1222960332,85194.49787059356,89788.95649546548,92045.66450713156,99039.73523264937,104069.21936188685,107956.62000606768,110716.94362535141
BloodthirstyInstict,87126.02725423034,92609.53937985306,95805.6035379311,94815.91929792054,100562.57564908569,105841.6461334189,108422.71265226719,112668.09121492552,116834.32982643996,122602.1462522964,125946.38882664498,131937.25252276286
SpontaneousAppendages,38473.56008070987,42123.89245152334,42977.62559421267,46199.420110941166,47578.361097610556,46588.99985589343,51973.0160944676,53258.22132781334,55553.98755685077,59215.272708252305,58044.42826115689,61044.10613028705
ThriceAccursedCompass,73524.96573383943,76346.72265581554,79008.57555410312,82343.08055469953,85800.27236480429,88696.38924544025,93092.86735890899,95192.8995975887,100686.08521639137,105761.27326866821,109005.64975685347,111194.0520149509
Stat_Haste,75415.14749579434,80552.44946449809,84997.73708270583,90123.72072554752,92066.9407136601,94652.91848915024,104095.10992338508,106669.4272108553,109894.63001581444,118587.43725442211,120828.33867482468,125996.94356407155
NaturesCall,43053.47674308857,43056.58416836895,43611.40617503575,43355.54894413869,44545.514474577736,46910.76990293339,45281.17537685204,48214.96509828814,49981.261496264255,51656.79117374052,53205.22250794736,54317.24818896898
BloodstainedHandkerchief,65634.42580528627,70640.96322665503,69935.83129136567,75716.77916081133,77344.10887881089,81009.4660323488,84986.58692384535,87947.26203619083,95006.9102558475,98276.00785164605,103260.70522066229,108561.63351732981
EngineOfEradication,72076.59103906178,73212.16583050787,76305.30133109353,79999.45623360644,85458.89166431292,88196.68247512844,92938.01678253477,96335.71613028506,98360.22681817273,103058.57654112321,108725.95659121568,111638.41511607892
ChaosTalisman,85636.81817589467,87920.85892633721,90064.24817384197,96825.09200186096,101047.56883725058,100873.40781076672,111067.10800959449,117448.39994870801,121860.1382255319,126132.57174688461,131732.37261698814,135465.12824442703
