Trinket,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
FaultyCountermeasure,82588,87535,84300,91413,92424,96448,98905,99771,106810,110484,110272,116054,0,0,0
DraughtOfSouls,77434,85004,84849,89742,95738,96065,104411,105642,114089,114970,121931,128432,0,0,0
ChronoShard,105259,110955,111940,121004,120274,130293,134198,142031,146384,154419,156936,168234,0,0,0
HornOfValor,98765,103489,108222,110710,114254,117127,123026,127969,136383,137610,147157,149945,0,0,0
Stat_Mastery,118177,124613,130075,135480,143922,147408,148340,155763,164583,167208,180764,187959,0,0,0
BloodstainedHandkerchief,96721,100276,107707,108978,115243,121464,127341,132482,141378,146223,153609,161472,0,0,0
RavagedSeedPod,43911,46088,45861,45995,49557,51639,54328,52648,54532,55099,54766,59585,0,0,0
ConvergenceOfFates,103756,108486,113331,115456,119696,125926,134363,140429,144621,149883,154067,162650,0,0,0
UmbralMoonglaives,86950,92785,96868,101108,103750,107810,112896,116128,116919,125241,129929,135519,0,0,0
NightbloomingFrond,120720,127363,134096,141808,148434,153880,162130,172610,177529,183977,195423,206899,0,0,0
Stat_Crit,137284,140968,147160,152397,160544,163516,171653,178039,184704,190607,199009,207342,0,0,0
MementoOfAngerboda,121883,128432,132758,138505,142772,148026,153041,159274,167259,175089,182446,185510,0,0,0
ArcanogolemDigit,100207,102468,108302,116269,120371,123097,131186,136073,144640,155132,156617,164503,0,0,0
MarkOfDargrul,66201,68312,74087,75981,76272,82144,78537,83398,84439,88171,90276,93671,0,0,0
ChaosTalisman,124832,127608,133215,139557,147012,151604,156452,162127,171287,177443,185821,192941,0,0,0
Stat_Haste,109212,117052,119859,123738,131510,135807,142963,149020,155658,155288,164468,172191,0,0,0
EyeOfCommand,164609,169366,173114,179570,186267,193159,199075,207731,214086,226772,232759,237544,0,0,0
TemperedEggOfSerpentrix,91656,96862,98313,106732,112619,119778,120996,126401,135026,137919,146446,154209,0,0,0
InfernalCinders,109567,114532,114420,117255,123705,126424,135458,136532,142860,147134,153128,160372,0,0,0
UnstableArcanocrystal,141032,142996,145557,149417,151766,156361,157114,160519,162729,168945,168859,174032,0,0,0
TirathonsBetrayal,97481,104336,111029,114657,121380,126010,131022,136175,144155,151597,160681,169268,0,0,0
EntwinedElementalFoci,120566,126168,132417,138523,142149,150271,153247,164845,166618,174144,182553,191748,0,0,0
BloodthirstyInstict,116326,122886,126384,129127,135913,143348,147573,154137,159068,167528,171371,178222,0,0,0
HungerOfThePack,134879,143649,146860,153433,156582,164814,168648,174770,182448,192374,199538,206686,0,0,0
NightmareEggShell,104270,109944,112698,115096,122630,124212,133813,137437,145696,152649,161451,168729,0,0,0
EngineOfEradication_NoOrbs,82321,85799,90825,92973,97172,100730,100758,107792,111508,114496,119655,120186,0,0,0
SixFeatherFan,106834,113587,117977,120223,129569,138722,144185,149078,159737,166604,175615,181466,0,0,0
CradleOfAnguish,121715,124888,130118,139193,140940,148141,155275,162183,166256,174497,179028,189890,0,0,0
TinyOozelingInAJar,51195,52785,56641,56202,58491,58669,60257,63720,66243,71012,69457,71573,0,0,0
SpikedCounterweight,51833,54382,54669,56560,60229,58575,61507,63947,62514,68539,72559,70047,0,0,0
SeepingScourgewing,115037,118997,124914,128614,136662,139255,146876,153465,160494,164502,171264,181437,0,0,0
GolgannethsVitality,0,0,134554,141021,146486,156160,162987,167362,175309,184457,194085,205098,209088,224176,236482
NaturesCall,72992,78192,77833,80680,81771,85000,88605,89622,88781,88757,92747,94489,0,0,0
SpontaneousAppendages,65432,68695,68742,71617,75388,77145,79167,79822,84466,84867,91461,92995,0,0,0
ThriceAccursedCompass,123933,121316,130325,137949,140257,146229,155257,159589,163628,174148,177667,188539,0,0,0
TerrorboundNexus,62814,65185,64641,67729,66468,69044,75095,74774,77458,79973,82214,87561,0,0,0
VoidStalkersContract,96491,101592,108923,113290,117198,124964,130341,137475,140324,147501,155137,160542,0,0,0
SpecterOfBetrayal,130140,140906,149257,153095,161101,170326,176045,185937,193719,205413,215816,224706,0,0,0
Stat_Versatility,120627,125764,129987,132339,142296,146499,151214,156913,162110,172037,174815,187348,0,0,0
TomeOfUnravelingSanity,116157,121943,128061,131505,139386,145438,150575,158407,161471,166921,174965,183130,0,0,0
InfernalAlchemistStone,0,118448,0,0,0,0,0,0,0,0,0,0,0,0,0
KiljaedensBurningWish,0,0,140858,0,0,0,0,0,180730,0,0,0,0,0,230828
VialOfCeaselessToxins,114217,124054,123976,129691,141041,146521,151815,157902,165437,175361,181851,192506,0,0,0
SpecterOfBetrayal_NoOverlap,108393,114163,120756,129510,132245,136818,143835,147662,157211,167728,174175,182907,0,0,0
ShadowsingedFang,118027,120113,128670,131005,139158,143766,145509,153780,159356,164715,173677,177630,0,0,0
WindscarWhetstone,47815,46086,48864,53968,55229,56128,56088,55558,61494,60545,62436,63692,0,0,0
ToeKneesPromise,47914,50776,53001,52195,54707,54934,57178,59714,60354,64546,64032,66633,0,0,0
AmanThulsVision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184322
EngineOfEradication,126293,132563,137487,142140,148648,152505,159926,164431,170188,181033,184352,195676,0,0,0
GorshalachsLegacy,118693,122408,124243,129599,135128,144055,146266,152114,160029,164269,169737,181813,0,0,0
TerminusSignalingBeacon,50951,51105,51954,52773,51450,54550,55562,58397,60871,60275,67675,67699,0,0,0
InfernalCinders_3Users,116175,120372,124318,130279,137577,138330,141466,148249,153329,158743,165648,174081,0,0,0
