Nightmare Egg Shell,75100,78399,82600,86503,87445,92899,97474,100425,107496,108957,113550,117810,125042,130397,135860,139895,0,0,0
Tempered Egg of Serpentrix,71880,74729,77244,81189,86192,88318,92265,97882,101644,107714,114767,117664,124048,130255,135106,141222,0,0,0
Windscar Whetstone,34542,36178,38100,38698,40400,41687,41856,42632,43472,45769,48115,47144,47699,52039,52593,54530,0,0,0
Infernal Cinders (3 Users),83129,86422,88602,90633,93889,98293,101264,105873,110495,112995,117201,122706,126557,132640,141282,144575,0,0,0
Tirathon's Betrayal,76324,84041,84453,92437,95411,99646,101295,107479,113121,118673,127404,130976,138713,144913,153275,159370,0,0,0
Stat Versatility,88888,92407,96600,100357,105442,112059,115861,118483,124486,126955,131760,138589,144944,151587,155517,160756,0,0,0
Vial of Ceaseless Toxins,88480,93999,99158,104175,110427,112737,121189,122979,131304,138010,142708,151787,159242,165073,171504,182340,0,0,0
Toe Knee's Promise,40738,40290,42546,44218,47801,47456,46382,46749,50294,51797,53822,56000,57961,60383,61063,62794,0,0,0
Nature's Call,51597,53273,53751,54710,58456,59771,60183,62992,64966,62349,65149,64498,67858,67530,69330,71734,0,0,0
Infernal Cinders,75532,78876,82045,81503,87577,90403,94941,95827,101772,104973,111842,114492,119087,122467,124598,132919,0,0,0
Stat Mastery,87221,91552,92474,99130,100808,105555,111073,116916,119141,126061,127940,133973,141404,144784,150582,156645,0,0,0
Tiny Oozeling in a Jar,36498,38841,39356,43389,41893,44093,43747,44297,46736,51028,51034,54262,51027,54906,58665,56745,0,0,0
Chrono Shard,75777,76914,82548,85818,89783,93155,95780,101350,105190,108968,115550,119209,123353,130441,135896,141708,0,0,0
Eye of Command,104913,108978,112719,115868,119285,125911,129674,136174,140419,147199,152125,157571,163219,167876,177759,182183,0,0,0
Shadow-singed Fang,79475,79619,84883,89987,93530,95422,100718,104381,108188,109508,114412,120795,124544,133041,136671,143285,0,0,0
Umbral Moonglaives,72477,77848,82552,83929,84428,91182,91999,95495,99733,105517,109568,110228,116953,120349,122737,131638,0,0,0
Chaos Talisman,91506,96013,96139,102353,106438,110860,116050,119433,127313,128124,138309,141918,145964,153242,159493,165939,0,0,0
Specter of Betrayal,104297,112384,115891,117768,125185,131944,138032,145730,152757,158825,167540,174893,183846,194512,201495,213463,0,0,0
Terminus Signaling Beacon,35275,38134,36390,39928,40049,39352,43236,43376,44312,44140,46772,47120,48178,51331,51518,53268,0,0,0
Faulty Countermeasure,53066,54386,59192,63020,61096,64600,65692,70565,72513,73524,77477,80003,82939,83817,87744,88603,0,0,0
Engine of Eradication (No Orbs),59404,59774,63678,66543,67991,70954,74923,75724,80804,83745,85228,89385,91338,96396,100969,103079,0,0,0
Specter of Betrayal (No Overlap),83812,88916,95187,98444,103919,107505,113526,117665,124920,128059,136456,141958,147901,157106,164270,172760,0,0,0
Horn of Valor,74467,78984,79685,84767,85888,90119,93079,99076,100924,102594,106743,111138,116749,123257,125668,132474,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144677
Terrorbound Nexus,43999,47052,49109,50984,48229,52467,53917,56446,57503,61137,60430,64305,65703,67811,70120,73651,0,0,0
Unstable Arcanocrystal,89093,91458,91370,94673,97570,96892,99068,102770,104884,106977,104759,110618,111968,116512,114833,116877,0,0,0
Golganneth's Vitality 5-Pantheon,0,0,0,0,0,0,137133,141202,148213,155693,161237,172905,180080,188635,198463,207050,216363,228255,238953
Kiljaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204555
Thrice Accursed Compass,91771,95255,96586,101640,105110,109854,113749,117855,121955,129646,132677,138243,144530,148355,155609,161068,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125200
Mark of Dargrul,43165,45207,44811,46805,47622,49254,51342,50417,52801,57035,55476,59410,60228,63796,62968,65322,0,0,0
Forgefiend's Fabricator,59394,60272,65067,68343,70063,70597,73721,76512,81765,83840,85592,88717,93648,96909,101652,105379,0,0,0
Engine of Eradication,90114,95980,97772,101063,104233,109725,116262,119870,124214,130770,136537,141487,144915,154110,159128,165285,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,101589,0,0,0,0,0,0,0,0,0,0,0,0,0
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184972
Golganneth's Vitality,0,0,0,0,0,0,126519,131262,139399,146259,152942,158430,167636,176329,181389,187545,199771,209329,221437
