Trinket,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
FaultyCountermeasure,66200,63518,70348,72038,72498,75702,76502,78912,83818,85244,84364,88870,0,0,0
DraughtOfSouls,43562,49548,52019,57351,59260,65791,69503,73402,77074,80921,88711,91156,0,0,0
ChronoShard,101276,105162,110758,116658,120749,125030,130048,135659,141289,148350,153142,163758,0,0,0
HornOfValor,102002,103565,107780,112015,113272,120247,120944,128107,133301,138189,143853,150851,0,0,0
Stat_Mastery,122326,126886,129061,136095,139701,145861,153724,153489,163800,170125,176257,182311,0,0,0
BloodstainedHandkerchief,93900,98236,103914,107871,116279,120643,123139,130103,136687,143899,150761,160882,0,0,0
RavagedSeedPod,33974,35670,34916,39399,37983,39565,41155,41524,43154,44812,47343,46978,0,0,0
ConvergenceOfFates,137359,139078,142851,151533,151676,161777,162565,168580,179184,180082,188864,195828,0,0,0
UmbralMoonglaives,94871,100241,105089,107800,112469,116886,119763,123972,126997,135419,138402,148213,0,0,0
NightbloomingFrond,122943,130238,135571,141626,146777,153766,162470,169739,174917,185811,197476,205410,0,0,0
Stat_Crit,121415,122316,128671,134354,142241,144697,150335,152673,162288,167436,172573,184677,0,0,0
MementoOfAngerboda,115962,122020,124298,129274,134171,141218,143776,152539,155413,163719,169487,177048,0,0,0
ArcanogolemDigit,96002,100800,104046,110861,114844,118015,127283,133095,141765,145296,153239,159812,0,0,0
MarkOfDargrul,56081,55960,60315,58128,64549,63781,64660,69199,71258,71053,70422,76145,0,0,0
ChaosTalisman,115788,117268,121769,131395,136955,137893,145869,152250,158294,168275,173715,181354,0,0,0
Stat_Haste,106287,109419,115212,117159,121401,126607,133842,138503,143064,149509,155582,162874,0,0,0
EyeOfCommand,136552,142775,150366,156468,159581,166140,171299,180505,185106,192121,199362,208540,0,0,0
TemperedEggOfSerpentrix,90515,94823,103255,103201,110927,115974,119875,131655,133421,139148,146137,155924,0,0,0
InfernalCinders,90141,94185,96644,102161,102816,106880,111075,115023,116695,122058,129090,134676,0,0,0
UnstableArcanocrystal,127276,124500,129962,133345,137989,134206,137414,141326,145509,147627,147932,151161,0,0,0
TirathonsBetrayal,93675,96223,100552,107333,109449,116405,123598,127902,137989,141129,149211,152090,0,0,0
EntwinedElementalFoci,117185,121893,128609,128595,138824,143218,146672,150622,158390,164459,173356,177043,0,0,0
BloodthirstyInstict,115071,118231,121117,127001,135746,139335,146564,149104,153712,162058,168892,174334,0,0,0
HungerOfThePack,118663,125353,129468,136234,139667,145158,149662,155775,165692,168750,176748,181828,0,0,0
NightmareEggShell,101914,105505,110797,114722,116191,122032,129874,134315,142468,145113,155572,158872,0,0,0
EngineOfEradication_NoOrbs,84688,86983,92672,95114,98739,101858,104023,111260,113083,114676,120747,126299,0,0,0
SixFeatherFan,103504,111176,116701,117432,128307,134034,138015,145663,153492,159224,166596,174526,0,0,0
CradleOfAnguish,117246,113135,125390,127840,134176,138683,144098,152557,159632,165084,170233,179834,0,0,0
TinyOozelingInAJar,50756,53167,56179,57903,60300,58512,62786,60927,67978,67180,68235,67611,0,0,0
SpikedCounterweight,46605,49040,53058,54764,54037,59885,55398,62195,59291,65749,68369,68379,0,0,0
SeepingScourgewing,112039,115035,122921,128933,135616,139484,143135,148940,153194,163114,165895,170953,0,0,0
GolgannethsVitality,0,0,126637,134036,140160,146216,154838,160384,169794,176779,181837,194587,204533,215053,220858
NaturesCall,70520,68719,72845,70922,76266,75543,76135,73910,83722,83703,83737,87660,0,0,0
SpontaneousAppendages,66308,71119,70719,73422,76027,79540,80046,83021,84675,88939,88928,91168,0,0,0
ThriceAccursedCompass,114743,118824,124878,129882,136721,139963,145507,151682,155924,165346,171083,177346,0,0,0
TerrorboundNexus,62646,64278,65117,65731,69767,70837,73952,76365,78082,82792,79514,85616,0,0,0
VoidStalkersContract,109643,114344,121143,123179,129006,136310,142598,148658,156463,162777,172674,181378,0,0,0
SpecterOfBetrayal,142512,149225,157282,165337,171966,178771,191020,197279,206275,214588,224760,233272,0,0,0
Stat_Versatility,124139,127962,127862,137294,141827,146248,155337,160488,164706,170333,177460,185889,0,0,0
TomeOfUnravelingSanity,108296,114587,113701,120364,125254,132240,137042,141458,148915,155087,163494,167741,0,0,0
InfernalAlchemistStone,0,119433,0,0,0,0,0,0,0,0,0,0,0,0,0
KiljaedensBurningWish,0,0,133987,0,0,0,0,0,162706,0,0,0,0,0,215082
VialOfCeaselessToxins,113047,119041,122457,128976,134514,142307,147590,154360,162536,171115,178917,188454,0,0,0
SpecterOfBetrayal_NoOverlap,112554,119432,125609,131792,142510,144298,153694,157471,165001,174885,183724,193237,0,0,0
ShadowsingedFang,105624,104982,115652,114337,119978,124832,130464,132820,138767,144060,148334,152113,0,0,0
WindscarWhetstone,51842,52532,55274,55202,59317,58807,61027,62726,64388,65344,67310,67800,0,0,0
ToeKneesPromise,39668,40542,40697,43664,42125,45596,46408,48491,50388,48599,48081,52156,0,0,0
AmanThulsVision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163683
EngineOfEradication,125253,130125,133857,139234,144875,152333,158307,164615,171593,177758,183640,189768,0,0,0
GorshalachsLegacy,98101,104852,106339,110798,114580,120590,124912,131581,138177,144440,148189,156646,0,0,0
TerminusSignalingBeacon,52309,50257,51895,56404,56883,57325,58690,62079,61348,64141,65415,67915,0,0,0
InfernalCinders_3Users,94844,100651,100652,107837,110056,115459,120737,122267,128239,131554,135625,143360,0,0,0
