TormentTheWeak,22151.344999999972,"1",44434.19200000004,"2",68105.0149999999,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
InfusionOfLight,19677.168000000063,"1",40850.55099999998,"2",63491.35400000005,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
SecureInTheLight,20001.206999999937,"1",42119.72999999998,"2",63388.83499999996,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
Shadowbind,19896.014999999898,"1",41329.29599999986,"2",62658.018999999855,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
ChaoticDarkness,17854.611999999965,"1",37088.93699999992,"2",56340.45999999996,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
MurderousIntent,9371.793000000063,"1",21682.410999999847,"2",33585.00499999989,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
WeaponItemLevel,842.4816666666884,"1",1684.9633333333768,"2",2527.445000000065,"3",3991.8596666667145,"4",5456.274333333364,"5",6920.689000000013,"6",8301.993333333405,"7",9683.297666666564,"8",11064.601999999955,"9",12812.634333333233,"10",14560.666666666744,"11",16308.699000000022,"12",17650.178666666616,"13",18991.658333333442,"14",20333.138000000035,"15",22289.049000000115,"16",24244.959999999963,"17",26200.871000000043,"18",27544.329666666687,"19",28887.78833333333,"20",30231.246999999974,"21"
Shocklight,7852.869999999879,"1",18546.13500000001,"2",28332.642999999924,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
LightSpeed,8518.091999999946,"1",17681.571999999927,"2",27740.560999999987,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
FortunesStrike,7939.055999999866,"1",17336.669999999925,"2",26469.699999999953,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
FortuneStrikes,7952.003999999957,"1",18222.016999999993,"2",26270.27199999988,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
FatesThirst,6901.321999999927,"1",16551.382999999914,"2",25627.77199999988,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
MasterOfShadows,7363.991999999853,"1",16152.970999999903,"2",23555.366999999853,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
FortunesBoon,7251.256999999983,"1",16179.841999999946,"2",23119.196999999927,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
DarkSorrows,5206.2660000000615,"1",12068.266000000061,"2",19237.11499999999,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
Sabermetrics,5420.847999999998,"1",12845.327000000048,"2",19082.39100000006,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
Fatebringer,1481.7009999998845,"1",5895.460999999894,"2",8725.581999999937,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
Gunslinger,-169.27200000011362,"1",2229.6049999999814,"2",3232.314999999944,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
BlackPowder,174.08599999989383,"1",1512.5779999999795,"2",3048.4290000000037,"3",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
